"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","0","77","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","0","635","1","0.000000","0","52"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","22","1","1","33.277714","0","128"
"/Game/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Summer.MA_Summer","21","1248","15","12","5885.088867","0","43661"
"/Game/VRTemplate/Materials/DefaultRibbonMaterial_NoGradient.DefaultRibbonMaterial_NoGradient","21","12","7","1","15.130972","0","33"
"/Game/VRTemplate/Materials/M_TeleportPreviews.M_TeleportPreviews","21","6","3","1","6.364875","0","17"
"/Game/VRTemplate/Materials/M_VRCursor.M_VRCursor","21","2","2","1","1.705897","0","2"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","21","30","1","1","29.763208","0","245"
"/Game/PN_OpenWorldFoliage/Materials/MA_OpenWorldFoliage.MA_OpenWorldFoliage","21","208","4","2","804.298767","0","6408"
"/Game/M5VFXVOL2/Props/Materials/Grass_Mat.Grass_Mat","21","52","2","1","72.475922","0","406"
"/Game/M5VFXVOL2/Materials/Master/Seq_Disort_Mat_test.Seq_Disort_Mat_test","21","50","1","1","53.270893","0","615"
"/Game/M5VFXVOL2/Materials/Master/Sequence_Mat.Sequence_Mat","21","40","1","1","45.270950","0","407"
"/Game/M5VFXVOL2/Materials/Master/Basic_Emi_Mat.Basic_Emi_Mat","21","30","3","1","31.566565","0","186"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","21","12","5","1","10.379905","0","31"
"/Game/PN_OpenWorldFoliage/Materials/MA_OpenWorldGround.MA_OpenWorldGround","21","45","1","1","57.140938","0","573"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","2","2","1","2.405686","0","3"
"/Game/CustomAssets/10413_Ionic_-Column_v01_diffuse_Mat.10413_Ionic_-Column_v01_diffuse_Mat","21","45","2","1","55.922268","0","490"
"/Game/Geometry/Meshes/CubeMaterial_2.CubeMaterial_2","21","45","2","1","58.997093","0","502"
"/Game/CustomAssets/sconce.sconce","21","45","2","1","65.172783","0","503"
"/Game/CustomAssets/VRayMtl1SG_Base_Color_copy_Mat.VRayMtl1SG_Base_Color_copy_Mat","21","45","2","1","60.406570","0","512"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","21","45","2","1","72.119057","0","553"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","21","15","3","1","17.766947","0","75"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","2","2","1","1.662978","0","2"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","21","2","2","1","1.986453","0","2"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","21","45","2","1","55.466652","0","480"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","21","45","1","1","60.425285","0","570"
"/Game/StarterContent/Materials/M_Glass.M_Glass","21","32","1","1","36.633728","0","255"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","21","40","5","1","34.025906","0","217"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","21","45","3","1","58.666382","0","547"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","21","45","2","1","60.573483","0","576"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","21","45","3","1","65.080185","0","507"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","21","45","2","1","88.579720","0","620"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","21","45","2","1","115.983551","0","695"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","21","45","2","1","97.698921","0","807"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","21","45","2","1","99.102280","0","757"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","21","45","2","1","114.535202","0","609"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","21","45","3","1","119.766792","0","606"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","21","45","2","1","111.083595","0","673"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","21","45","2","1","134.664719","0","666"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","21","45","2","1","119.205658","0","673"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","21","45","2","1","100.621605","0","675"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","21","45","2","1","100.715363","0","651"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","21","45","1","1","101.342506","0","711"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","21","45","2","1","153.360733","0","700"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","21","45","1","1","96.663849","0","699"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","21","45","2","1","99.900185","0","659"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","21","45","2","1","111.959618","0","629"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","21","45","2","1","162.214096","0","735"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","21","45","2","1","79.233795","0","644"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","21","45","3","1","104.326759","0","458"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","21","45","2","1","91.735710","0","717"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","21","45","2","1","113.704674","0","628"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","21","45","2","1","137.840103","0","647"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","21","45","2","1","108.565010","0","693"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","21","45","2","1","89.462311","0","709"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","21","45","2","1","95.299828","0","675"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","21","45","2","1","161.882874","0","616"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","21","45","2","1","102.990288","0","675"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","21","45","2","1","123.130554","0","656"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","21","45","2","1","113.950294","0","692"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","21","45","2","1","129.389908","0","609"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","21","45","2","1","96.712311","0","673"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","21","10","3","1","34.238808","0","41"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","21","45","2","1","112.769844","0","626"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","21","45","2","1","88.757675","0","618"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","21","45","2","1","123.917587","0","663"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","21","32","1","1","62.633160","0","312"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","21","45","2","1","114.355324","0","724"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","21","45","2","1","125.208809","0","655"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","21","45","2","1","97.195190","0","675"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","21","45","2","1","123.871368","0","634"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","21","45","3","1","98.203796","0","675"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","21","6","6","1","15.907754","0","11"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","21","8","2","1","7.809807","0","21"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","21","12","4","1","16.102480","0","31"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","21","6","6","1","11.630602","0","8"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","21","2","4","2","2.415965","0","2"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","21","45","1","1","130.797684","0","600"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","21","45","3","1","139.099030","0","353"
"/Game/PN_OpenWorldFoliage/UE4_ThirdPerson/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","21","44","1","1","102.548141","0","497"
"/Game/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Imposter.MA_Imposter","21","208","107","3","823.916260","0","6992"
"/Game/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Winter.MA_Winter","21","1144","122","12","6741.648926","0","42868"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","21","45","92","3","107.383453","0","589"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","21","45","1","1","89.277832","0","783"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","21","45","1","1","120.719971","0","650"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","21","45","2","1","100.456467","0","743"
"/Game/CustomAssets/Group15825Mat.Group15825Mat","21","15","4","1","24.712135","0","67"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","21","45","1","1","128.143936","0","781"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","21","60","2","1","133.848831","0","1282"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","21","135","2","1","294.293945","0","5003"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","21","2","2","1","2.444406","0","2"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","21","0","2","1","0.000000","0","0"
"/Game/M5VFXVOL2/Demo/Materials/20M.20M","21","2","2","1","2.482960","0","2"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","21","12","2","1","14.748623","0","43"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","21","8","8","1","17.451309","0","10"
"/Game/M5VFXVOL2/Materials/Master/Single_Disort_Mat.Single_Disort_Mat","21","50","3","1","101.520416","0","786"
"/Game/M5VFXVOL2/Materials/Font/Font_mat_Fix.Font_mat_Fix","21","0","22","1","0.000000","0","0"
"/Game/M5VFXVOL2/Materials/Master/blackbody_exp_Mat.blackbody_exp_Mat","21","30","1","1","53.920822","0","301"
"/Game/M5VFXVOL2/Materials/Master/LightColor_Mat.LightColor_Mat","21","0","2","1","0.000000","0","0"
"/Game/M5VFXVOL2/Materials/Master/Gradient_Mat.Gradient_Mat","21","0","30","1","0.000000","0","0"
"/Game/M5VFXVOL2/Materials/Master/Debris_Mat.Debris_Mat","21","20","5","1","36.619698","0","131"
"/Game/M5VFXVOL2/Demo/Materials/BG_Grid_Mat.BG_Grid_Mat","21","105","1","1","236.242035","0","3593"
"/Game/M5VFXVOL2/Materials/Master/0_DotCircle_Mat.0_DotCircle_Mat","21","6","3","1","8.982065","0","16"
"/Game/CustomAssets/Group1799_MashalMat.Group1799_MashalMat","21","0","15","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","21","0","45","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","21","0","6","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","21","0","8","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","21","15","2","1","44.089581","0","83"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","21","0","52","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","21","15","4","1","36.380886","0","76"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","21","0","45","1","0.000000","0","0"
"/Game/CustomAssets/Group63307Mat.Group63307Mat","21","0","15","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","21","45","2","1","122.604858","0","686"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","21","45","1","1","104.702888","0","679"
"/Game/WeatherEffects/Rain/Rain_M.Rain_M","21","6","6","1","7.617773","0","10"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","21","63","3","1","77.065529","0","427"
"/Game/VRTemplate/Materials/M_Projectile.M_Projectile","21","15","1","1","29.309601","0","84"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","21","44","4","1","89.331741","0","559"
"/Game/M5VFXVOL2/Materials/Master/Distortion_Mat.Distortion_Mat","21","12","7","1","11.109344","0","32"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","21","45","2","1","90.220970","0","635"
"/Game/M5VFXVOL2/Materials/Master/Single_Disort_W_Mat.Single_Disort_W_Mat","21","0","50","1","0.000000","0","0"
"/Game/PN_interactiveSpruceForest/UE4_Mannequin/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","21","0","44","1","0.000000","0","44"
"/Game/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_GroundWinter.MA_GroundWinter","21","0","51","1","0.000000","0","0"
"/Game/M5VFXVOL2/Materials/Master/Smoke1_Mat.Smoke1_Mat","21","40","3","1","78.038338","0","519"
"/Game/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_GroundSummer.MA_GroundSummer","21","0","51","1","0.000000","0","0"
"/Game/M5VFXVOL2/Materials/Master/Smoke_blend_Mat.Smoke_blend_Mat","21","0","30","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","4","26","6","33.372993","0","6"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","2","2","1","36.471741","0","2"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","2","2","1","3.168893","0","2"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","30","1","1","44.828987","0","92"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","2","2","1","3.012417","0","2"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","2","2","1","3.304904","0","2"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","2","2","1","3.199197","0","2"
"/OculusVR/Materials/TouchForQuestRiftSControllerMaterial.TouchForQuestRiftSControllerMaterial","24","15","3","1","27.874283","0","35"
"/OculusVR/Materials/touchController_mat.touchController_mat","24","30","3","1","48.350552","0","130"
"/OculusVR/Materials/OculusMR_OpaqueColoredMaterial.OculusMR_OpaqueColoredMaterial","24","2","2","1","2.600687","0","2"
"/OculusVR/Materials/OculusMR_ChromaKey.OculusMR_ChromaKey","24","2","2","1","2.948534","0","3"
"/OpenXR/Devices/M_XRController.M_XRController","24","15","16","2","32.089767","0","41"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","4","4","1","3.988799","0","5"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","24","44","7","1","118.739006","0","169"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","24","104","5","1","271.354706","0","841"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","24","195","5","1","157.541321","0","2282"
"/Engine/EngineDebugMaterials/VertexColorMaterial.VertexColorMaterial","24","75","1","1","93.700218","0","581"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","24","240","1","1","324.496490","0","4194"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_Emissive_Color.M_Emissive_Color","24","2","2","1","2.568775","0","2"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","24","27","16","2","33.609024","0","90"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","24","2","2","1","3.380233","0","2"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","24","2","2","1","7.011744","0","3"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","24","30","1","1","38.191883","0","92"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","24","2","2","1","4.236884","0","2"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","2","2","1","2.718899","0","2"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","15","6","1","26.196461","0","41"
"/Engine/VREditor/TransformGizmo/Main.Main","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","24","0","51","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","0","77","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","0","635","1","0.000000","0","52"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","22","3","1","41.181908","0","57"
"/Game/PN_interactiveSpruceForest/Materials/MasterMaterials/MA_Summer.MA_Summer","24","1248","42","12","7285.924316","0","16917"
"/Game/VRTemplate/Materials/M_TeleportPreviews.M_TeleportPreviews","24","6","6","1","9.859908","0","7"
"/Game/VRTemplate/Materials/M_VRCursor.M_VRCursor","24","2","2","1","2.895198","0","2"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","24","30","3","1","36.744396","0","105"
"/Game/PN_OpenWorldFoliage/Materials/MA_OpenWorldFoliage.MA_OpenWorldFoliage","24","208","8","2","964.604004","0","2510"
"/Game/M5VFXVOL2/Props/Materials/Grass_Mat.Grass_Mat","24","52","3","1","91.660805","0","229"
"/Game/M5VFXVOL2/Materials/Master/Seq_Disort_Mat_test.Seq_Disort_Mat_test","24","50","3","1","64.938911","0","250"
"/Game/M5VFXVOL2/Materials/Master/Sequence_Mat.Sequence_Mat","24","40","5","1","50.991482","0","155"
"/Game/M5VFXVOL2/Materials/Master/Basic_Emi_Mat.Basic_Emi_Mat","24","30","5","1","33.090946","0","100"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","24","12","1","1","15.465656","0","33"
"/Game/PN_OpenWorldFoliage/Materials/MA_OpenWorldGround.MA_OpenWorldGround","24","45","9","1","103.372246","0","259"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","24","2","2","1","3.353459","0","2"
"/Game/CustomAssets/10413_Ionic_-Column_v01_diffuse_Mat.10413_Ionic_-Column_v01_diffuse_Mat","24","45","3","1","93.544342","0","234"
"/Game/Geometry/Meshes/CubeMaterial_2.CubeMaterial_2","24","45","3","1","86.875572","0","216"
"/Game/CustomAssets/sconce.sconce","24","45","3","1","100.062065","0","234"
"/Game/CustomAssets/VRayMtl1SG_Base_Color_copy_Mat.VRayMtl1SG_Base_Color_copy_Mat","24","45","3","1","102.232368","0","234"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","24","45","3","1","78.995049","0","244"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","24","15","3","1","25.053474","0","55"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","2","2","1","2.475894","0","2"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","2","2","1","3.242696","0","3"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","24","45","1","1","86.506340","0","224"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","24","45","1","1","83.569336","0","223"
"/Game/StarterContent/Materials/M_Glass.M_Glass","24","32","5","1","56.105179","0","104"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","24","40","5","1","47.808540","0","155"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","24","45","2","1","85.926361","0","214"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","24","45","1","1","81.548553","0","236"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","24","45","5","1","109.306129","0","242"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","24","45","5","1","150.621140","0","264"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","24","45","2","1","158.191788","0","276"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","24","45","4","1","141.193726","0","274"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","24","45","4","1","186.254196","0","307"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","24","45","5","1","158.152359","0","274"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","24","45","1","1","140.050674","0","295"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","24","45","1","1","143.314026","0","275"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","24","45","4","1","123.248413","0","273"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","24","45","5","1","149.282318","0","284"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","24","45","5","1","163.636597","0","274"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","24","45","5","1","137.653534","0","272"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","24","45","4","1","142.111252","0","295"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","24","45","5","1","161.970123","0","267"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","24","45","8","1","141.014999","0","321"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","24","45","1","1","155.730026","0","275"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","24","45","5","1","141.408020","0","277"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","24","45","5","1","133.177917","0","310"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","24","45","5","1","140.202408","0","250"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","24","45","5","1","119.498901","0","219"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","24","45","1","1","117.480270","0","276"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","24","45","5","1","161.106705","0","263"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","24","45","6","1","155.332748","0","267"
